stem,prefix,split,image_sha256,mask_sha256,rgb_pixels_sha256,image_hw,mask_hw,size_mismatch,empty_mask,soft_mask,detail_sha256,trace_sha256
BN (2609),BN,test,b9ec2e04310ec814b9427f7c292465ed5d3b19cf29c5e94ceb435b28a6c37499,ef8bcdb95957512a1a250e4ca4941d8a43eaa9346ebf7f5f600ee95dbb0f59ca,2cd55c79ffc55ebab5cc29d15a4a738c28b1e8009b9a8a1e579a79eee82b26ec,500x766,500x766,False,False,True,e8f66b80ffa148b57f30e4311f6b68e43c06dcb8fcb0cf621aa5fdd44d7444bb,9c96b841702fb1a0d6ea6f4feba879b6896c804481f0838f42c1a4fbc702495f
BN (2610),BN,train,7e61a6b8fbc87eab9e22e546c45c73eb26fafeab40b9a166a197ae7e1639686f,476607723b41328daedc0e604a2a559846dae2656797a3f6e633e892d0264e11,c333ef996a55448b0032a5d1f2ce99bccc8737f725b925c7adaddef3d00ca89a,333x500,333x500,False,False,True,ed2a2491e3c21cea0e6ed4b43d084bcf78a78aa5c9b614a0239b3c6c3109acae,2d35d7fdc03581ffe712e2679512bb5819acf97d2657b8007f70a0961d53558f
BN (2611),BN,train,7ed0d0f9dcf34617e8c2c817b64ea85a928044ee56460c3d6bbf6832d3b5e5b8,59a4e79e82b7492b70a4323ccacb4c861ddf44780695b82a6bc9565d51a62c95,48b0997649441f551a0a941d2c62fabe36f6db3a49b449e1716fa7e7b37a772f,500x747,500x747,False,False,True,980ce343997229a434a106b494e59e6050c30006bf6101bbd9e77838b20dc477,49074b0d78d0c6b1e6885c4ff0e3fe2c0c9398bb58548a55c08b7cd0e9b52e3c
BN (2612),BN,train,2efaffe560f537a188f3286bed578e7e645a3861d990c1e461404cc4ab11589d,8b76d457c995f8e4112a200aed6d4e99f07bff3f3c47054c10f565dcbc920456,dc2185154e41784ccc563e3ae483bfb7edd5adc86f03a1e20569c27128e2c9fd,680x443,680x443,False,False,True,6991bc50b80e47d0e09987d4be232733d0142c46e5e6a6cdf5a4b753447e2cbe,8b7bd5ebbf0e47a1929a0666dceaf487f0dee6c13be1d75c5b1b14a427ca11f7
BN (2613),BN,train,87790efc39dccb5afd77fa02caba83e790291760cff8191719e6591b927d762f,2c0dd1830c614e8f5ca2fe3f53ebec056a255001d471c666c89b51a427003f9f,78a3385c543af717ed407b6d5e763426cdcd51ae933390d259aeec2973b817ca,500x722,500x722,False,False,True,e86bc91a9e7b75f75a9951619eddb5237d579ff1d92358b0e60bcfb0d8ffb218,68335f7e00afc661b1d6153c2e8c005648e0542dfb4dc9f638bce3f7c46f25b2
BN (2614),BN,train,98900c45bd6284eb13d86b749928bc1b0e88641182cfa7b40ae840f95713d622,20e5fd59970584c4c312bec0db0c18c6ec254e58f96e7d18c0d615b86e265121,ffecd583c75cbdc2fb544964f4d33a0600fe6ec42979ff4229dcd3058e1f6a44,500x750,500x750,False,False,True,b3da4bd317af1e4a8812e48ac46d4ffc8af266baf533ef454e7b8f4c057388c1,06b0901d267a79ee0ed1bdc1a50e4a44c73c2f9cc994dda58f4f045c1579eb6d
BN (2615),BN,train,6ff2e761d336f06525e7167e842fec9b32e2d6b80f791fc4b933c0ce889daf3d,9f4c6c71f22388aecf5efc8d8c4e1ef5220cbb3b82134dcd888e67aec5cacf41,0a752d2f43aa49df4264216b273fd1b92eab8be2a2386f7569f0f0f7910e0c87,332x500,332x500,False,False,True,d1c92dfd54530ed7d4a2ff9c7c8c935b9f5a4032fa6263119294e37ea5f65877,a09d184cdf940582d11d602475c2880e133a0f05d9ccddca068861a0f5782cc8
BN (2616),BN,train,f2d3e9c2a282bf59b9a65d03252662219092b2f09b807680dab7747284816034,5e3256168258e0893871286cc3a4d6f823327dec91509ee3ba32380e939cf003,70cc3cde6f8170f6bc9efd883d6d94879641b2f2d3ce7d211f975c21bd3bf389,500x500,500x500,False,False,True,826a26b7edea3df1de4da417e1c94e5904aa9e511fb6ee4a3d6c867a448d5051,835a48f4781a7bf6480673645bec29748a991beb1af6815d420f104a3069c07c
BN (2617),BN,train,a60d8d6466699a49493785cf15173e5c401b409a0ab8d0080473b8ae01f3f595,a69e80e3ccf670599505c906366ceb1d35cb925c4a5870f99683917188935fcb,1320295bf7e729f7e9ef753760dec3b2f953449b1c186a7fb829fe8deb4963e5,344x500,344x500,False,False,True,1b377f2fb74c990a35e9bb4faca7b87011776a57c06defd28e5a7a8c485c1c4d,11425cbff1959819dfc75b78baeadac285a588e7809aa467f56d201ac5da94fe
BN (2618),BN,train,a58ac373e625074ccc3096b4fb3c5aa5a5d3b84addf266489bcc2577c0191aae,7b6b7152a687f82decb18e817323fa086a83314420e2662280a073979c5f489c,3314c6f8115151e06ea99f18285adf45433e38cd776f14a0504b12acdb0f651d,500x830,500x830,False,False,True,2141cb49f074c848614ec6316124e7cef7289838804b28a7a3ad8ea2b009cdfc,b1fd7f3dd6a92361f04c04463e5681a91b82594aba27e23617e482b9d8e6078e
BN (2619),BN,test,2368240c983f19645f1db99aaafcd9ff649750421635da6c2e1ecfe5a545daa5,96ec69af80455897c03a72f39410656f00d9363bb112eb00e20aec60c920e48a,20145c8f1fff37ff2cc7ae7a9a92127addfe1803cad406bd54398a7ed19ff738,500x753,500x753,False,False,True,08cfb8538663a337d1f8505c85ce8f7dc42ffb97932176ce086665dbc78e8ef3,67f52eedc802df4f40e919b2dcb4125ce5157f929e1d14e8b06849904ee1181f
BN (2620),BN,train,78d0b5e90bad7bf743be10d8d22652910fbe72a83c6fab592bede3bca1cd63c4,affe19d1f349361d636199f75dd473b799706829881e942e91c8bec873a09990,32e7728a5d8ffabe4d3640a5a568709f4d2fb473326af34eee5923cecc0960c8,422x724,422x724,False,False,True,60dcdb9bd5e659f99b6cb0a3e2cd985cb9f860bbd7d936bb6816dcdaa2cc0cdf,5e59b0ebc24e5126bc4ff7c10404e7092591a030821c37a9d30857084cde863e
BN (2621),BN,train,e6965a9340c8d66e9bf2f5ae62c460ad1d1e6c2dc9918b04df4daf19a9a48d14,4777e9110e71a1b88b3971b50c0b5af79fa9d20d1bd1cdd3dcb61e410b07b226,28b1105694d2a3c0771929b60dd6962669b5c5b43ee61e29611e1b492c2253d8,500x750,500x750,False,False,True,5c29032273704749f0b8594e7c4a5bcfb36df45d4b774de1ecec5b6b179ce19d,fc782eac3eac81b897a41ab868a607bad9e944e6c44494a9575f8b82b5e7094d
BN (2622),BN,train,6483dd40469f4b85b21125b90fd7bd88d2997788688b009cfe550dd84e55c831,8db1ecbe68e59af782247c42eeafe02eb72b7f1051d8b3fe3b9b8fc70948a1bf,392cd777b3c0aa4269d686fb328b7b654b9a573d59146b157845537b85917e1e,500x750,500x750,False,False,True,773035aaf8d5da8573feb644c4439497456d0391660ee1c19c3a70f0e70be5a6,02273b961794953ee1e4bb2271e9f299a3cfe68e4e22759e2d255e52e3498166
BN (2623),BN,train,bd330bcc2930d9aad49677ec87003232e8894110a9482b10b77138ff7bf19f2b,cb5ad5fb884e2e787780e6fb923e3cafcedd237109a60e284d84254e1e6d9601,a516555f085515731a2a701f0c02bda6e046dc47549581611dd688aeb188c40c,500x667,500x667,False,False,True,c6f3b140b88377713ec7c7c4c17d733c7c269a08469c4049a070f1502f083499,dbf14f0cb6839293944f18acbeaa8559e916ecee62891646a52e09b276e498dd
BN (2624),BN,test,fe6879fb82f5ac9e5d460cd63fc2409d16d18d70a690fdd97e18d52f02c19a43,ef4208678c25737903f045709cccd8540f0cc47060029ffff76b13a8e680d4b5,2cd55c79ffc55ebab5cc29d15a4a738c28b1e8009b9a8a1e579a79eee82b26ec,500x766,500x766,False,False,True,e8f66b80ffa148b57f30e4311f6b68e43c06dcb8fcb0cf621aa5fdd44d7444bb,9c96b841702fb1a0d6ea6f4feba879b6896c804481f0838f42c1a4fbc702495f
BN (2625),BN,train,39f37fa939c196d043f6270d301268481a344d69b3333a41faac4bbbc0d6fc47,3bb49b5fda5db13cb3c13749ef6c1772594302f5c9e87263c980ad2d85d4f510,c333ef996a55448b0032a5d1f2ce99bccc8737f725b925c7adaddef3d00ca89a,333x500,333x500,False,False,True,ed2a2491e3c21cea0e6ed4b43d084bcf78a78aa5c9b614a0239b3c6c3109acae,2d35d7fdc03581ffe712e2679512bb5819acf97d2657b8007f70a0961d53558f
BN (2626),BN,train,96781a5f02722eaa93f9103c10b6e4ab60451e3cd7c0bb6c31c1d65fb25a635a,fe28162eebc84fcd891eac8466ab46900d4722bd11ced1bf3920887ad12ae8c8,b51373f4c73f9acaabd383bdb6273b211c0bcccddf1960adf79754af092165d8,500x892,500x892,False,False,True,5be07cbff4f0073d0c0e6bc10b9f0632d1b055dc86e7048a1e28b09467f62d1c,1ec14ce8e89d13f252184a7a70404a6f986dd170efec80900db94020b45969b3
BN (2627),BN,train,e9a61974db2b76ca9f6dd94daab8387e1f06a9db1d8977ecbe2c6d060adf7378,d560b1efc4a3ed47944f72390b46ee265d3788f2a6fa49ababc1217902b15bdf,d9ac1c17735b89651a505e455a3ebf1aa49406bae15d04a2ea6d05146e1ea1da,449x667,449x667,False,False,True,38bc7d6e46724201bf22c4107d5d0f4ebda341fcf5ae0f2232d4169d4ddd1ee5,daeae78000a67c48b075ce0285c8c571b50a836120c938d96e0818c60b9a97a0
BN (2628),BN,train,164fabe2f664707db979e64d7f7c94cf1b97cdde07a03689b4eec1e7cc5d0165,a4aee7e6ad923d1e80adb957d42da9559151fa2d3dc0d7c27d99b05f736df774,16d01cc8d868c123f915bc460f3bcf610dac7788c14bdf1c857393f1ef397396,500x750,500x750,False,False,True,1985705bc8c2d7e84aefda75915c6e62520872826fe3f4791372db230d5cd9d6,59a3037e79fd4e53a384ba4e9ab481dbf736c3b88f10a95c11e19482b7487db8
BN (2629),BN,train,0c2ec9eb5531e9f4b1480b7409c391f874def055a114792ac7e23ced7170e71a,df3ab1e3810fe73a744822f5d162e271231e89683d387073e1493ce3613eda85,232fdf1ee330504c6bf9c8c55f49c9afd2b53c0b7c23c8191ba1dd4cb3785163,500x688,500x688,False,False,True,0d477608ff5ca227f8e7f8c1b0780f2de233192f30f61103cfc51144fdbcb1a8,cb8c51bf417d76321c28e5e839b53f8b85f37bd40955d55f2ec70ea38c28ba2f
BN (2630),BN,train,0948a6cb1d66d1f057ded8d7bdb531d988f4babf754878d07209316cdd7f4661,0bafab183491fc6a000eaa46e3c4cdc5eb2b9c335d2d0053f8154dfd40e703ae,8aaccf01230a33986da9f4a13d9c323f98cbbb0a4849fed1378e1afbaadf49d0,726x1208,726x1208,False,False,True,51868184e19dab127addfdd92599c4b1a195295b64690bb773078f5d412e5e90,746a54ea3f8ed89e6cbed0752164edae8a683a79041da563c2b52f567b4f7415
BN (2631),BN,train,d2bdc58bcca41d270676bbfedb59e96fe9dca27c4bf199739ce5a86afd80b9e9,97696661e009d9e0401338e6f05e61fb764fbccdc493e9a8065093bec00388c1,c7ab6613650cf431678e69ed9110ae3c8faa8e4623a1136d9b3c0260297c34ed,500x750,500x750,False,False,True,9e13757527f44151b6da5fd550d3b66a466a1b47787461d00e4e47aa1d4f9ddf,2b231a32d74b8f6f1c11a917716b51535e1a618dbe60a60782bc7ac4e420def4
BN (2632),BN,train,4fa75392cc60b35ec2d8bc8ace39fadc6da5e751dcf25aed15143c8d6a47f5d9,2f1570e345cf792febd25951b0c59da9800e6c9202b7be23d3fe91b268aedb76,67bcb79955f91f9a9c26faf9727c139f9d57a230c910587672bb19155bbe86df,750x500,750x500,False,False,True,360099577a07c6dd9af519a2ebeb010998bc906a47f7e87c93963b3e50312b6c,9fc1bb4c5f6643679df64d8f2acdf31c475e1856bdade14cb1e4325e211a4899
BN (2633),BN,train,5d6686c007a8befb199a8aa3366524e3d91da16cde737d38334b0058954a2d9a,8739fc5ce76edfe18dbad4130f1e5d635b887353c63a04f2fd1944660cb9f886,8338d5a0711f0ddd833cbc973a09bef25a8f7a4070daabe5aa79c5b2af0ee8ed,500x850,500x850,False,False,True,ce2bb6977457484fa9c15a1ef46bf2bf70599b83c154a5296d8d247917405a66,2c3f727edecdd05f7b5367367c65a79390e51c619911f9376a1cadd526266b08
BN (2634),BN,train,cdb91cfd0df46d200e71d16c5cfb59cd8a6091e7dc0fa9a29985039be3a9669f,60129dba777bbd82df7ea92e0af4da8f75a175b481cba764b4bebdea3373b6e1,6bce8dd2b49059315a99e1c358ca0c4d09c74d9c0723745805de59fbe4fc5afb,500x678,500x678,False,False,True,e9da7708b88764ffe3e773bad38af7b3285a347d11a70518eee7322a2f00e23b,16ece85a412e21ed759f5bd57a95b6538314df661b5d5f7ef44dbbc20044681a
BN (2635),BN,train,ad67ff6fb523655b3547365b3b0bdc1244faf5bc534c26a82c8e0425b9e131ae,4cf1447ab6e3901c739209a67cc575f890b3bb259b7cea41eed38a169ccd252d,b2c35759f4a638aabf2e297680b5d8e2dfd5159a998b462c26ee83adf72d9e5e,500x692,500x692,False,False,True,e7f99be790e4011d7881e1f31206ad486c0c863329ee68c9805937333ffb5aaa,37ecf980bac43fe18020b5d551762eb9399e77cd87b3033fa841800e8bf2804b
BN (2636),BN,train,d9c3cf67e2354b1f2c58f2e7afee1e482aec0ec3fe83b2dbb53fd09bd02ccc49,15a92fbdcd8eb154e4a577a8318f5259553f6e93df7bb9981a2f691bcd267b51,67b065e8a0a739f74030732173dc00fb520b8aadecdb9418acf2202844197e1d,500x759,500x759,False,False,True,71f92c9a1f685e9d5c00ee7a2183270c1aeee67a2d6f22d5396ec417c5cdfbcf,c6107e6f2c12b91874092b983e9cea3cc7c520d946df4133dc35ab3a6a11469c
BN (2637),BN,train,35f5349b6bab57bd9adb230cdd070cdaed8d7d28440132e9e11f5c8f38e832f9,88002b18e279947fa926e9bada7587b7fd1619e211b487793c0147e0acd8aae3,4102d58a18844b58aa44764a577d875bb3e167609af076a95b4122bfba869147,500x731,500x731,False,False,True,d1bd9bd36568571173d9124f6dc21fba586367a948ce1bf85c9ec8cd87d6387a,05875a9880cb937dcc1f8aa840e40734cd71eb55a61e4b0f5822d58be08de3c1
BN (2638),BN,train,be85c2d95d99710497937e7ade7d23562577a10b7bcccddb142fb80539833e62,9a5a704cad00b0b61df3581d9a9a5cff2072f0f9ca2a6f49ef3639432417b3ab,8a253c7e39fee7ee978520898134aedd7d5e3361f104ac5ed97c49dc76c636d7,386x500,386x500,False,False,True,d720514930ca76f5212714867f3966c56b5fd751e5724c960df18e95832c5c82,56e36e7c6c22e0a91af99f1e282a5a95f8796da06630ef894e8b4746df643228
BN (2639),BN,train,93a727a83ea18e5f61ac5e9f9f29bb84d7e40100c08001db938e4dadc22a613a,115993c1e920bdaa81b3d1bf7e2988cac7fc32a506fcac191283589aa49bdd6b,b5673015dbc14f13d57afb9d9d8c789100585b9f962fcc60dc23b80773c4aab1,500x500,500x500,False,False,True,a4e99a42c7196559f771e69c83b6bdfe6a5e6c9c4f35f0d194b26cb314b33501,a681d29db1d0bbc4f5606266c69c4dc02e996c594473192c1d086e55c3de66c2
BN (2640),BN,train,849978d50aa23277bcba2969c0d8d03338b8cefcf32aee14815980e52f5363cc,4358e39da04d90ff7432f1ad6cd4a2b645e23adf806cc65ed0d206f01d65d94c,8394e93bb49ba7b0e95e1779f6783052a04658d85b88eedb7c6ed368cbfd3360,362x500,362x500,False,False,True,d374520a3a821d168bd315533347d2473ba1ab453e63c73e2110c7d8845ad41f,2bd92adf1ed89b63612b413ea18e4091a405ea80bdd24c2d908d8e2984e86cc3
BN (2641),BN,train,e3e1f9dcc1b1652a5acf9d47ebb41f0fd515a8065c65a6b935ae6836d4bd658d,d0582b113a8d154cda86e46b76fce04ab4d493617ade37d20b06f3a86714dfca,6ccf6c17028c2d38865072809e08970e7b08cbc296c21f36eff19f484feeaa4e,464x673,464x673,False,False,True,0c4b632c8a28612b2633df4c0188e43cf8dc374bd08b997fff1e4846ece3efa8,87d68603b90a62f9ded21990149748f191696772e62c6ada683a85c75aa0bc8e
BN (2642),BN,train,a38ff8a7256e5bbaa5a266015aed6548d5127ada0382cf0674bb7eff45650e14,cc6bd70c99600bd0a33b565e8b6075fd4137b819e4a9534c874fec061c67b1d3,7f45ff2f56d3b1aed71517d06cdce6b01c73e2c069ad98f63be5a9c27d708f47,500x750,500x750,False,False,True,72c068d9ac863aa4d0d37cb65382edb9f6bd7c77266ed9681d5f511c493622f0,65e59ffa0ed90b59adc9dd991034980466f9ae8de5cba9b32c394a5854c5d760
BN (2643),BN,train,e701fad8ea1c6c72412f0fe4f66868f965deff1198d60ede75db30d1845b5cec,cb19dc45508a640dd6d7731844f6765a07554c1a79ce0a490ff9238493d7ba99,9b35224632584700f9dd6ac632d91495b139261536d09d895493681281ec733d,405x700,405x700,False,False,True,b78ee80ba0038c53a25c8586615b8b4f84b63e001fd26bd80cd4ecff9a8ec266,dc453bef02daca2808dd20087acc8f69f64d0b177bb12f82fa1dbe2b7f0028ac
BN (2644),BN,train,c6f39168265604269db2af8d81b3c5f397704f52c2d3ce4eb8cac68bed30bd16,292bbf7f5dd8660b40e9ed9707605d0ef51d8dadff8f5b4a3964080bc92dbdc6,f547a77b1ad1d3988a3a51b5d2095d9e3986f399bf054f7be253ba43b7727b0f,594x500,594x500,False,False,True,fc988f51b73b47a62aed1ed4ed00731a00df6bf2ab3f7466413d7366106e30a9,18ca4da0ed72f967d036346f8bc85152aaf070b7f0acc02581800d480b25a52a
BN (2645),BN,train,26cd874db3d298466d2c2417e7b4bfe643d44aa17b4312e72351c9c554994437,d3d9be908cf9a8d008db646de7d81c171750389e35ee58da6dd04a77145a95c7,b1facdb7823aa21147b6a6b795b0753c4b09ea7855d6032384689f3f27721ada,500x796,500x796,False,False,True,e972208eb759ef62547d3597ea22b161ee01228eef3208317adc149b0cd787f3,d0994fbb3b4841b1094eede970c3cb466328634f2335a0a45e5561c657e168f3
BN (2646),BN,train,d7a8d380c1f198938c99bfd2eed6f55f8a5af3c0947e443e213a067348d4a94b,4a221c9b2a81c16fa7689d5191d7db537885b5194712ca7fbc5e4fe38c5df5f6,f4bfcf1827e137da7b219bf22a04ae656fed4b5ba4e2d4b5ea2c65c7fe1fe485,332x500,332x500,False,False,True,f21ddc2a0e26a2a08289674a0b351eb70ca5387ece95d262a4d5566d67d01603,c8ea0e548332dc1bd76c3bd103b14d2308f2b07784605504ac3200e2fba007e3
BN (2647),BN,train,2603c1a36be22b8e0c79691a83053019d34a9c9dd4f209e0b470053f4a139fc5,edf741eb02f7063a81e48167ec8fa2bf85dece1aa6b3a9ccb48e6e1ae78ad9f3,935d412a432b9524a12f8041cd993d58db0e9ccea01aa11376e737524b89a4ad,333x499,333x499,False,False,True,a93b4fd8491b9188f087017d8865a659375760c189fe18dc63014c7b9f637812,0e33623c2577ce826c96a979509d38c1e2bc102dbe9ac52f6e43e84a1be9a4cd
BN (2648),BN,train,a496174c59db0d4e9cfce10a7ef4b7360bbf7a39c0b792d317ba0928c8d0c0e6,16f7a6c1ef45202606e039fb27b77ae654af815258f3e34da3720880c52ca27e,a83ab1d1ee5fdb5c8e8b418d41381506d8fc076bcc7fab97ed301059076cc4f6,500x701,500x701,False,False,True,a55ef44e1715accc7b6f6cfd2e579c26519f7b964a3c6815a831e103488cf640,241b1abd07ce651a7efe0cdc45da5252caca7c4d29e546f52f87dc329b841599
BN (2649),BN,train,4f867e5b233fc82e4206c66000ea717f36df15bceaff8d2884bd5d127630fc00,4519718511f6d902512b422548139413b6200d367f178a73926e3bcdd8e6cf10,c2b6b0b55564a86a7453307fe362c6c1d2681233ad31ee19cf897920f32ba005,500x750,500x750,False,False,True,9850e85d6e167cc3476286a8756b6e9c3344146bd7732fe30a6b210777f71173,b4f3ab9e9268c24c3e0e64957a49df2180a0ce6b046f921d1b11dced8c0a491f
BN (2650),BN,train,6e29b8dd9ff358c350e18ac43b4a11154ca379900c9beab462802b57b80fb560,02e15ed64b70ffef9cc6ed28a47763ea6cf7a85d8ae8c9313719c0ad08ee5cc0,6d4345658de97ac2c648269023a7bece8e579ece41ac37d5a671a8be45308418,374x481,374x481,False,False,True,68f9c80d37dd5d940fd162536b083a367986cfa7edad36504683b9b7ee32f75a,dfe9908d00efe3c2606ea8ed170368f1051dec215b6dd52c20853fd47dea7843
BN (2651),BN,train,20ab4b5c7b523efb123623ae8e503f964b43c0ca98c30d81892a3aa82d4c3c06,44a3b5322369092c16718f96ac8de2ca6cd9ddda6e3b7b371e701880d2af366b,4af3fe64e1c05522e100c2cb900270ec9e9cff3d783611ea2760d8ef18f6b12b,500x667,500x667,False,False,True,cd0cbff92f460fec96275b07061bc5cae31d863444a65236879a7803cd58c99b,b4888da000d41ed3f800aa2acc29c507b943e18fdaa6d5fcc300b577c3d851f5
BN (2652),BN,train,a33aa29bf43319f35612669f78354ff1030b05026d853169108aa2b7a8d8f452,710b29ca82a1a830f415f4d05e62a4bb367043f1d6c3e4b28d14e1c199b68d12,0e7c31d0fa5e1089f3cfe7131a8842f9f352e3c4bd0c7fb0943afd7773e6df62,500x667,500x667,False,False,True,42277a4539858bf87fca1e0b9aeae5a3356c558f308298fbd69fb4d4cb87ef49,f5b40d1bf5f78053c82de82eb4f73a162bd1068a313b93a5c68501f54a7dc35f
BN (2653),BN,train,38cf318acc2e4fdff70fe4b3e6f232d9c6712cb348593192335a68059b234d4f,68131139387f915d5a07bc7a57af850a655bafa90d5330522b4673cf42962ae7,9fb5c30d40549742d6034517105188bf1886716feb990905eac4cd0fcf8679c2,333x500,333x500,False,False,True,1bca5633b02e9cda5da7f4bb21a364ec9831a51345407fad5455fb86b72e5886,e10258629adfc5e5957fc82dda073d62bf8d3a70022ffc66d8da47de3dbabcf9
BN (2654),BN,train,3dc9641627b8cc0867094abb6eeed0cf025fe9febfe972dde6b0b715d57843c7,714fe00fa44e4041c9adc4e82a720e53a06dbfec365c6486a673f306107b7619,fc2508e62c58ccf3476cdaf96c31ed019c81e2621c6fd858bbc3d0deaf8d50fd,458x889,458x889,False,False,True,5b9e2e460e7d56469429cce60bb529efb9dc4dd9cd7a9ff026c444368b196b97,2c805db0afbf68652bb5ad167f8e0afb4de3dd033ac2165e1eeb5997577eb026
BN (2655),BN,test,cdc0d4ac668780deb9be0875121e67cd4b7dfb143ea9469dacf3fd137973f20b,462c3b7562356dd62c4b0e9a43387191b0a9472a8a1a5709da1758fc7445de0d,3ef9ac9edfef433bf037518370d1467b40d321ccaea74212a62e008fe434aeac,500x889,500x889,False,False,True,263188539aba0799207b23bafb910b59428478a83e7f54655010e8306659aec7,4e65dfaab9b5987c71f38894e16b829c3c8111015f14e7374ea4818fcb23831d
BN (2656),BN,train,0f41675e1f7e97fc70005f0a89509d6b085dba5f656f6d22897aa748dbac4d38,fb72d2e6a7dc5c20074dfa4770485692f4e58fbad9c8f2f032bb667d3a5c03e8,3cb8d5e375b3e78cadfc25a143a87fecb3cc90b4d12ae6952155b172cb70f6eb,472x761,472x761,False,False,True,a1e03045319db54ce89cfb2d0a9770b3807501ab7c2c0ab51ad749304f2428e8,2ca054bd2f08da72600a3a984fca4ddb6dc927b63ace15e88345e2633dbbba60
BN (2657),BN,train,18fb8dc759d6bf54a2b7c0b5188dbd82b6df8e0a4c4c91881e42e5592966d8d6,948e9c66b9798311234703ca38642b2bab511217cd2db4703ef585c206511681,c1a0e37c36bd71814b2dd494bc29ee38c6d0c088571f3f490e11ea836ef14cb1,400x600,400x600,False,False,True,00b9fe39cf796719e4eaa47566d735f16edf94e7c34142a6e7fc2c9de2d3bbe6,bada0c6450d60147d7b20b31e6c9f762db72ada7c8f0c64ee7bee66db2f5d85c
BN (2658),BN,train,076136333123cab25ee1ad8466aa7a8a6406480eef24db2c212c608d5df65cdd,75e55e8d199dde9d27821a3c3b2f072596bc71b4681cbabdbd2931de0cc9e500,b29c3f1ac89e1debb1dc81f5ae03b4f2bebef88b6a52d9cb0474814238c169b6,592x500,592x500,False,False,True,e4d68fb16f240894b7c123db227077b2ffbc29788ee76d259997311daf4d6a26,02d846ae3985008de6ab5c2144dfd0c8429dbe1d758309780c38b4c6bebdaeca
BN (2659),BN,train,54dbc50bc7ae06dce80573ea2275c29aa86ebf22fbca681b6526ff28ae1e7730,ac9536a862500d6cd2f9febbf7252d63bd8d4b7a3f5d40129986cc5a6551fc8c,8b371604d13df09da80b26f46ca28a028d2855e1aea5876f4b30756be1faf141,500x616,500x616,False,False,True,b881bd13b82532b1f01dd07605da569e637529451805654c34a70db71998f1f4,ecf096ca25442653510bd7c039623eec332034ec9ade56aef460764210b76a5a
BN (2660),BN,train,889a4af1cfe80ec563e9eae5bed677d6964c322ba421289205f3124f131dcf1f,be120199c4563b23124964ba718d96429bfcc9a031e3539c8c2cdc598f77b385,92aa783a84c06aea445de0c3d1fe6a5d5d213516bee9d8247e1ad3c594b5b470,500x750,500x750,False,False,True,aed6e93e0a446e6d4b5c4ab42ca7b509da7d7a65824845bcb9dcfbb9cebfc0ca,8f569ce826abbca7bccdc88065f60a26c1eaa6d75fe6ec351b340d032ba6e284
BN (2661),BN,test,435e14cd9a5ff44a6dc547d08f7a857cf051d819375ff058f355e22c67e79c43,cde975ac5a0daac7f6a18f628c2797bda32e4434f633fabf70ae2b861aea8a45,2722c5d5b8c82b33c50e2e241e4808f8b6feefcb4b98cd41c934261a64a5e5b4,751x500,751x500,False,False,True,a65f4751697d266f84b852b35a71c9075c29b3ae11050ce267799ad026c1c03b,9e5917daa1e0e5f4c60692d52469d506dd28396100cfef0d7b1cffa34a7cf699
BN (2662),BN,train,7f9382bfeb8962e9ad546ee6f3859ef03a5877e281706b965e6759cb5c1ad6b3,8a9e511340f98f1bdd102fdc9b9d4d694a3cc281ea455fd60b5daebd2a9e06c3,190d2edaa1262f816a4c5d6c50bb3f7146cbe563dcce6d87c4a60f997980cdc8,800x1200,800x1200,False,False,True,16ea8f64370797ebedc1d69e2c77060e1f90589907d3145ac21f4d517f8b5964,c06c2097945c7240f1b02ff7be481329f3bb920bcb238aa4751d0c6034785582
BN (2663),BN,train,8b180359efe4d1615b44e5dbb8a42cae2f69a54de82d714af4b04c1b958b2b11,8f838964f6ab5410fc04703c0698d57586a06af700d0f3b12c5fa6c70f70c46e,b13868f550513eedf4cf5648ca04b4f6b133e5df21f7c5065217b66b5adc9c3f,666x500,666x500,False,False,True,2736410c6ba0a6e071545f25fbefc0bbd472bacb700f306d36abb98060770ae6,42e0053453566b63fc5470b4a2afd78cc36a550b2793f8f46f8d02f609d71854
BN (2664),BN,train,51e46ec47224c2aeab5d013e3c484d83628c3df46fd9ab857b63595f7f72dbec,ae30f82b0302e3715ce002b74e32fd8b4a15a99b2c827099cbc5bebdcaf2a91f,ec63e6772247403245ac13217daa2e7c047c14eb787d1899809d281118582766,500x789,500x789,False,False,True,ba9a0e359f1c1d8679eafe5296d1bc05fa7e1eb68deb5ff505d5cab3d49a2161,b32173546490f1d57597eda557661989166813bd5668b953afa15047bf5bfa53
BN (2665),BN,train,4ca7a96158c367ba4036f6eb5dd34acdb84694c4fd38ad647a595f5decf804b2,66fb6b86fb6b4acadf5590b6c6e8d360c326f78f1ea29f18dd133def60ec0a6d,1c449f9befcd9a3de2cd6a14dc1e4b4a92a21defd4ac7ceaea22518d40ef98b6,340x515,340x515,False,False,True,a7e6a98782535beb77bf7a7ea4abf587668ef09bed9976e30b7c2daf9b861c0c,2226d81a29c6426e316c8702141ad54ac2ede3903095e37421f935351d73dd72
